Id,Sales
217,6998.2896
218,5247.585
219,3995.5042
220,7796.73
221,5232.125
222,5110.4478
223,6350.063
224,4829.7305
225,4897.842
226,5822.035
227,6664.382
228,8086.8413
229,6441.6777
230,5766.1016
231,5152.046
232,3784.8574
233,5464.3096
234,5894.393
235,5650.481
236,4163.153
237,7104.39
238,6461.895
239,9421.993
240,5881.018
241,4744.912
242,4680.4272
243,4376.99
244,9315.907
245,4965.091
246,7743.096
247,14006.359
248,6899.4946
249,5740.74
250,4676.8564
251,4126.9844
252,7131.6855
253,3866.1047
254,4921.0225
255,9188.4
256,4993.378
257,14926.096
258,12049.204
259,4814.5684
260,5967.1323
261,4311.955
262,6428.1216
263,4712.7886
264,10738.499
265,7277.5884
266,7723.705
267,4110.1753
268,6492.144
269,4694.338
270,8422.108
271,5945.8267
272,5336.167
273,6276.182
274,6632.7134
275,7891.8
276,8727.402
277,5716.3687
278,9228.4795
279,5910.2607
280,8726.624
281,4199.7656
282,4781.3193
283,5021.1978
284,9872.14
285,5095.991
286,7353.419
287,6114.014
288,8445.403
289,4197.8086
290,7779.9893
291,5206.836
292,3598.4158
293,12561.191
294,14620.026
295,6832.1074
296,5990.089
297,8590.576
298,9657.548
299,10343.279
300,5299.132
301,6901.3716
302,5229.373
303,7491.4897
304,3737.149
305,4859.8354
306,5281.3784
307,5329.0166
308,6410.7744
309,4892.94
310,4183.6685
311,6621.555
312,3832.9907
313,4621.024
314,4787.917
315,5679.2744
316,8151.963
317,8725.89
318,6882.376
319,5841.6055
320,5782.154
321,10069.567
322,6444.7603
323,4980.8174
324,4345.9424
325,8116.093
326,4219.3555
327,6923.4775
328,3075.4775
329,4390.9116
330,6454.998
331,5630.3374
332,4842.437
333,8035.8306
334,9390.994
335,11180.314
336,5701.132
337,10449.629
338,3055.201
339,5372.1616
340,6269.288
341,4450.575
342,5733.216
343,4633.224
344,4728.208
345,8075.968
346,9868.147
347,7811.869
348,4593.552
349,4802.3584
350,8100.294
351,7606.484
352,5121.057
353,4829.131
354,6243.141
355,9104.914
356,4466.438
357,5974.8433
358,6637.9214
359,7195.61
360,11476.418
361,5141.0103
362,10675.156
363,6708.406
364,4695.625
365,3415.3218
366,5365.3076
367,5763.1885
368,5805.463
369,7672.788
370,4704.766
371,4044.0325
372,7195.9976
373,3391.5732
374,7616.482
375,6894.99
376,6942.8984
377,8529.409
378,5241.309
379,7117.9272
380,6428.322
381,5233.2695
382,5135.4536
383,4360.34
384,8975.086
385,6252.224
386,4555.196
387,6487.519
388,7551.2896
389,6201.236
390,4990.3145
391,7418.324
392,5122.4854
393,6163.4287
394,5674.5967
395,8751.963
396,5176.926
397,5142.7246
398,5410.182
399,4805.8857
400,3665.9868
401,4919.281
402,8237.297
403,8011.0215
404,10085.618
405,10200.25
406,7862.066
407,4688.218
408,4463.0654
409,10555.412
410,10461.17
411,7108.2144
412,7129.3916
413,7797.3726
414,5640.381
415,3509.326
416,10951.133
417,6609.609
418,5833.6797
419,5899.1426
420,3206.1003
421,9710.242
422,5414.003
423,4967.331
424,4478.6963
425,5187.8027
426,6494.901
427,6471.73
428,6738.152
429,4399.4863
430,4337.132
431,3749.3596
432,2943.2124
433,6486.376
434,17107.227
435,4011.4717
436,5316.7295
437,5850.8916
438,5025.4404
439,5054.796
440,4816.4736
441,3998.3328
442,7880.2534
443,6648.172
444,3996.7446
445,8538.414
446,5396.9004
447,4426.5586
448,8373.616
449,7094.597
450,8943.24
451,4756.391
452,4975.5938
453,4579.3213
454,4929.334
455,12397.758
456,9816.854
457,6297.019
458,4566.986
459,4662.908
460,5739.418
461,4151.054
462,8657.873
463,4194.088
464,5212.1465
465,7481.7627
466,4504.8135
467,5055.273
468,6909.2695
469,6721.3105
470,7302.477
471,3740.2664
472,5319.543
473,6283.913
474,8144.9937
475,8278.186
476,6256.476
477,4342.174
478,8132.8306
479,5194.461
480,4297.1934
481,6454.525
482,6534.024
483,5528.5913
484,5260.6533
485,6038.6187
486,5452.7314
487,5213.167
488,6288.4834
489,6761.379
490,4889.9795
491,8773.154
492,5794.5527
493,4390.4062
494,10740.509
495,4912.877
496,3172.0376
497,7540.1846
498,8934.932
499,9958.198
500,4251.633
501,5696.3203
502,5709.711
503,6496.257
504,5804.4595
505,8089.2925
506,2980.3464
507,5488.9487
508,5282.106
509,4791.7837
510,4650.2744
511,5696.961
512,7841.653
513,5224.179
514,7129.18
515,7103.439
516,8438.481
517,4333.616
518,6214.462
519,6177.2954
520,7518.6167
521,7964.8896
522,4125.5986
523,7473.4883
524,6275.0747
525,6945.0913
526,4492.1895
527,3445.6086
528,7829.858
529,4929.6753
530,8197.144
531,5902.632
532,5003.468
533,7820.793
534,5756.6587
535,6041.3794
536,7658.3955
537,5153.2495
538,7371.907
539,10406.022
540,6353.374
541,3967.6853
542,5275.7153
543,4192.9824
544,0.0
545,7722.791
546,5230.3135
547,7545.757
548,4476.1665
549,6880.306
550,5614.547
551,8225.604
552,4619.3203
553,5183.1177
554,5429.6255
555,5888.252
556,4713.911
557,6792.406
558,7538.78
559,9111.877
560,6644.932
561,6400.0405
562,5641.5977
563,4173.477
564,5034.176
565,9988.828
566,8239.554
567,6245.591
568,13463.803
569,5225.8755
570,4876.0703
571,5160.759
572,7973.0713
573,9922.559
574,6019.0957
575,7523.0522
576,7650.2734
577,6913.7954
578,5759.146
579,5465.8228
580,4357.439
581,4795.888
582,3671.1
583,5029.999
584,8054.799
585,13443.198
586,6687.467
587,4770.4707
588,6373.353
589,3972.5254
590,6010.2983
591,4023.7798
592,8447.16
593,6214.09
594,6077.3203
595,12531.856
596,12512.08
597,4929.2866
598,6449.9497
599,3445.1902
600,4967.223
601,5142.2983
602,8158.577
603,4480.493
604,4270.325
605,5084.561
606,5443.5513
607,6287.215
608,7070.6094
609,3090.0735
610,5945.3457
611,7047.91
612,6791.291
613,4594.2676
614,4392.495
615,6832.447
616,4743.4424
617,9132.075
618,4635.037
619,5049.0693
620,6890.003
621,5121.179
622,4451.236
623,4697.658
624,6598.1484
625,8341.062
626,8692.209
627,5337.8696
628,3693.3572
629,5651.3345
630,5109.52
631,4609.458
632,5539.8696
633,5675.9424
634,11363.312
635,6941.121
636,6081.0894
637,7073.716
638,4071.8823
639,8369.219
640,4674.124
641,11774.209
642,5594.825
643,5108.229
644,4841.3145
645,4011.9805
646,7057.122
647,18503.754
648,4211.666
649,4744.215
650,8814.276
651,5949.167
652,6300.88
653,7672.6475
654,5512.9946
655,5034.0493
656,4039.36
657,8586.781
658,6013.6035
659,6312.7334
660,6647.955
661,4449.8984
662,6672.3306
663,5598.1978
664,3422.102
665,7883.8354
666,8352.459
667,4199.3374
668,7302.762
669,6462.0894
670,4430.037
671,8270.904
672,6091.7485
673,7743.9844
674,4496.9736
675,4784.4717
676,5951.3164
677,0.0
678,7591.696
679,3691.0017
680,5779.2656
681,4399.498
682,5640.9985
683,5309.046
684,5882.5884
685,5749.0654
686,8701.885
687,5551.124
688,6406.525
689,5709.089
690,7042.0615
691,9351.037
692,6262.161
693,3490.244
694,5846.119
695,6972.936
696,3825.6526
697,10951.713
698,5149.199
699,6262.1895
700,8922.538
701,5296.1577
702,4416.627
703,10566.343
704,9574.29
705,4890.4785
706,6899.672
707,9278.84
708,5985.425
709,4522.782
710,5869.3486
711,5202.831
712,6085.178
713,6858.9297
714,4422.7305
715,6185.614
716,7032.5767
717,5519.708
718,7433.1484
719,5575.549
720,5744.164
721,3633.0906
722,7409.552
723,6338.105
724,5822.2754
725,5749.9233
726,5830.8696
727,8559.193
728,5570.283
729,4597.662
730,5755.3174
731,6627.1313
732,5912.184
733,4081.1516
734,3821.0173
735,7067.7847
736,7545.529
737,5419.8203
738,7377.729
739,5747.674
740,5512.8286
741,4829.4365
742,3451.1409
743,6062.924
744,6180.949
745,6170.958
746,8620.873
747,6122.903
748,4414.8853
749,7609.805
750,3549.4321
751,3158.588
752,6644.448
753,11076.176
754,6983.1577
755,6404.1885
756,4159.954
757,6191.8804
758,7007.3315
759,5193.742
760,8015.8276
761,4590.6963
762,4304.3613
763,4916.712
764,5359.884
765,5172.0776
766,4656.0117
767,4968.744
768,3828.668
769,6279.001
770,6236.521
771,5154.69
772,5269.0703
773,6911.5903
774,4527.1934
775,4495.6265
776,9034.8545
777,6784.8877
778,5502.6226
779,3663.8096
780,11095.822
781,5784.8076
782,5581.1636
783,8089.51
784,6146.7173
785,6281.467
786,5667.101
787,6665.5073
788,8796.154
789,11825.018
790,4486.196
791,4795.9717
792,4885.1675
793,5258.733
794,5322.2144
795,6649.434
796,7683.689
797,5773.3486
798,3884.483
799,5530.8936
800,7488.09
801,4798.4707
802,7295.961
803,3497.826
804,6941.3535
805,7719.019
806,6401.989
807,7626.089
808,6139.758
809,4238.295
810,6228.9023
811,7180.295
812,7684.7417
813,7000.9526
814,7893.333
815,5837.9766
816,3793.0137
817,8740.491
818,4023.7734
819,10196.751
820,5635.8047
821,4244.3555
822,6002.613
823,5886.4023
824,6079.6
825,6945.3022
826,3499.8267
827,4358.876
828,7622.3857
829,7106.088
830,10073.486
831,5470.327
832,4922.0195
833,5111.004
834,6121.2217
835,4776.0244
836,9406.105
837,8290.25
838,11861.894
839,4247.6533
840,5376.291
841,0.0
842,7311.3306
843,4682.281
844,9978.807
845,6419.58
846,5427.132
847,4876.199
848,4595.4746
849,4841.2666
850,5763.968
851,4671.2544
852,4685.7495
853,7782.4478
854,6251.259
855,17677.902
856,6508.399
857,4134.1523
858,6646.8994
859,8973.763
860,6260.9507
861,6964.0312
862,5592.783
863,7440.3237
864,8204.404
865,4871.4473
866,5379.441
867,7015.77
868,8555.956
869,6744.5117
870,8737.955
871,5993.9062
872,4442.1157
873,5677.482
874,9209.07
875,10567.736
876,9006.889
877,8267.447
878,4682.8623
879,5698.067
880,4202.8335
881,7520.3477
882,10574.817
883,9206.999
884,6058.4185
885,5008.8496
886,4256.0186
887,5210.47
888,10013.481
889,6561.1016
890,5114.4697
891,5492.589
892,7576.615
893,3705.1533
894,7519.377
895,4350.4707
896,6198.246
897,5926.418
898,5275.6895
899,7916.933
900,7028.4033
901,4760.7153
902,6317.4185
903,7329.4
904,11250.783
905,5761.941
906,8598.061
907,6951.0234
908,8808.059
909,6741.7144
910,9308.851
911,4583.4355
912,4520.8325
913,5413.496
914,5899.4365
915,8766.932
916,8068.182
917,5851.618
918,7879.586
919,6730.659
920,9276.239
921,4069.97
922,12800.583
923,4466.255
924,5977.3306
925,7526.6265
926,5110.7056
927,6715.6655
928,6000.0537
929,7438.078
930,5293.6367
931,5222.6787
932,7611.014
933,7791.879
934,6831.003
935,5482.6196
936,7401.2363
937,11409.963
938,6562.3584
939,4470.415
940,6689.0474
941,5784.154
942,5515.826
943,7434.034
944,3664.822
945,8613.238
946,6092.794
947,7036.0205
948,6713.755
949,4462.201
950,5294.5254
951,5347.385
952,8416.31
953,8957.552
954,4946.524
955,4324.84
956,6943.3057
957,5865.482
958,6046.556
959,8346.064
960,6684.978
961,7465.7866
962,5711.9014
963,4240.248
964,6787.107
965,7076.9424
966,7102.301
967,8268.92
968,7886.2354
969,5362.6147
970,8913.781
971,5543.326
972,6816.984
973,9330.713
974,6932.5454
975,9398.391
976,8257.775
977,7832.105
978,5700.2266
979,6937.029
980,8111.9785
981,6622.8447
982,3816.2192
983,4994.7754
984,8201.431
985,5851.545
986,4193.76
987,8650.837
988,6671.382
989,5399.7773
990,5964.3945
991,4989.7324
992,6634.237
993,7223.8066
994,6815.2505
995,5670.8623
996,5214.0933
997,6404.419
998,3785.0312
999,6355.2827
1000,5338.6074
1001,8755.067
1002,7815.203
1003,6315.2803
1004,11072.834
1005,5420.7407
1006,4664.329
1007,9893.842
1008,6637.904
1009,8815.11
1010,7182.267
1011,5240.6675
1012,6369.2344
1013,5305.5537
1014,7532.6294
1015,12136.785
1016,5897.91
1017,3575.5452
1018,4711.783
1019,8734.878
1020,9079.773
1021,6419.334
1022,7088.4365
1023,4623.615
1024,4853.366
1025,2902.093
1026,4570.367
1027,5942.375
1028,7321.829
1029,7015.335
1030,6225.0693
1031,8074.6216
1032,9210.611
1033,7867.485
1034,4545.5215
1035,9675.14
1036,11361.797
1037,5831.3228
1038,7872.6016
1039,5362.2363
1040,6310.8096
1041,4270.809
1042,7100.303
1043,5426.9424
1044,9357.598
1045,7164.646
1046,8727.191
1047,7309.525
1048,5147.472
1049,9619.456
1050,18237.121
1051,10951.969
1052,5685.3643
1053,3488.2185
1054,6149.7734
1055,8348.929
1056,5241.851
1057,11336.983
1058,18994.277
1059,3896.2651
1060,5243.8364
1061,7608.462
1062,4991.6436
1063,7819.7085
1064,6287.927
1065,7449.377
1066,3791.4558
1067,6607.636
1068,5915.8706
1069,7139.0757
1070,10049.108
1071,5935.8174
1072,5667.548
1073,7375.5615
1074,5475.7505
1075,4952.5273
1076,7990.954
1077,5297.8066
1078,6064.5903
1079,6769.8286
1080,6014.3247
1081,5781.832
1082,7247.6543
1083,7268.9365
1084,8156.293
1085,6416.947
1086,7254.496
1087,5253.1997
1088,3921.662
1089,6000.9688
1090,6346.9854
1091,6239.0054
1092,4278.1387
1093,7967.9155
1094,7126.56
1095,9768.787
1096,7024.079
1097,5614.8555
1098,4905.872
1099,4361.079
1100,10054.621
1101,4902.618
1102,7623.445
1103,15160.743
1104,7551.3
1105,6158.052
1106,4645.74
1107,4270.4775
1108,7081.153
1109,3985.6843
1110,5371.565
1111,10189.983
1112,5205.546
1113,15846.708
1114,14274.211
1115,4809.001
1116,6906.881
1117,5119.8506
1118,6844.709
1119,5139.305
1120,10928.422
1121,7701.6577
1122,9140.426
1123,4405.9604
1124,6948.0005
1125,4566.075
1126,8826.874
1127,6920.7925
1128,5848.9126
1129,6364.9233
1130,6279.676
1131,8409.729
1132,8934.091
1133,5578.369
1134,9869.553
1135,6433.255
1136,9826.169
1137,5015.24
1138,5307.3926
1139,5411.358
1140,10859.03
1141,6182.767
1142,7648.547
1143,7245.6743
1144,8986.852
1145,4148.8413
1146,8160.2
1147,5652.4307
1148,3795.7734
1149,14706.047
1150,17166.984
1151,7321.266
1152,6745.322
1153,9327.958
1154,10398.602
1155,11247.035
1156,5345.889
1157,7377.466
1158,5648.335
1159,8743.551
1160,3796.9001
1161,5481.559
1162,5713.6113
1163,5589.852
1164,6640.731
1165,5116.53
1166,4561.8594
1167,7063.677
1168,3824.6003
1169,4715.1934
1170,5788.7705
1171,6421.21
1172,9781.433
1173,8460.885
1174,7364.5166
1175,6289.7666
1176,6201.8643
1177,11306.695
1178,7082.72
1179,5256.698
1180,4318.997
1181,7867.0195
1182,4302.509
1183,7132.402
1184,3094.7715
1185,4864.03
1186,7366.0063
1187,5568.234
1188,4778.46
1189,8140.1226
1190,9527.685
1191,11744.473
1192,5886.757
1193,10078.767
1194,3111.2273
1195,5484.2646
1196,6505.744
1197,4597.776
1198,6168.389
1199,4859.206
1200,4979.374
1201,8331.326
1202,11071.488
1203,8055.726
1204,5337.024
1205,4819.0996
1206,8339.786
1207,7766.7075
1208,5592.704
1209,4730.297
1210,7301.501
1211,10041.738
1212,4505.3066
1213,6189.0596
1214,8155.214
1215,7653.575
1216,12182.412
1217,5241.5186
1218,11751.135
1219,6834.829
1220,5049.941
1221,3496.4365
1222,5796.6826
1223,5757.1562
1224,6124.266
1225,7381.05
1226,4639.951
1227,4252.776
1228,7389.997
1229,3572.2903
1230,8173.073
1231,7289.11
1232,8083.0933
1233,8899.776
1234,5358.553
1235,8809.196
1236,6771.3906
1237,5493.215
1238,4947.748
1239,4692.4165
1240,10377.88
1241,6556.6895
1242,4938.4707
1243,7030.232
1244,8334.083
1245,6878.8657
1246,6017.087
1247,7772.382
1248,5326.321
1249,6378.4146
1250,6015.87
1251,8751.8125
1252,5927.7344
1253,6037.8555
1254,5469.639
1255,5050.363
1256,3788.7974
1257,5060.1553
1258,7983.605
1259,8383.128
1260,10274.211
1261,11220.008
1262,8019.133
1263,4736.5854
1264,4749.3057
1265,10743.862
1266,10863.5
1267,7530.271
1268,7730.4346
1269,7783.931
1270,6262.897
1271,3713.4915
1272,11228.664
1273,7008.5874
1274,6429.91
1275,6180.4946
1276,3489.0981
1277,11014.869
1278,5237.7236
1279,5485.877
1280,4720.9424
1281,6167.8965
1282,6835.372
1283,8411.158
1284,6429.9053
1285,4700.452
1286,4490.208
1287,4142.2373
1288,3054.7656
1289,6748.538
1290,18506.238
1291,4334.0996
1292,5533.7183
1293,6450.372
1294,5461.3057
1295,5225.8745
1296,4850.6777
1297,4202.6396
1298,7595.563
1299,7056.1826
1300,4048.2
1301,9101.577
1302,5833.2334
1303,4662.1006
1304,8475.274
1305,7639.7246
1306,9111.777
1307,5774.4155
1308,6714.806
1309,4830.6045
1310,5164.491
1311,13373.169
1312,9875.3125
1313,6297.837
1314,5787.842
1315,4628.6655
1316,5811.402
1317,4155.2305
1318,8980.847
1319,4960.968
1320,5607.949
1321,7420.8438
1322,4601.8916
1323,6544.9087
1324,7812.5054
1325,7036.62
1326,7503.9478
1327,3990.4285
1328,5373.1196
1329,6239.6685
1330,9489.448
1331,8342.697
1332,7099.4634
1333,4466.4014
1334,7994.5376
1335,5658.8867
1336,4337.542
1337,6623.3887
1338,6562.7886
1339,6173.7744
1340,6197.8345
1341,6328.061
1342,5950.407
1343,5576.756
1344,6947.6714
1345,6437.593
1346,6076.511
1347,8951.803
1348,5654.329
1349,4543.2812
1350,11736.986
1351,5315.73
1352,3208.6804
1353,7956.275
1354,8632.598
1355,10917.556
1356,4697.9033
1357,6045.283
1358,6061.4966
1359,6921.789
1360,5979.949
1361,8858.202
1362,3074.5837
1363,6168.24
1364,5665.974
1365,5580.3936
1366,5036.252
1367,7156.5063
1368,8858.657
1369,5873.935
1370,8276.825
1371,7404.97
1372,8943.53
1373,4196.896
1374,6786.637
1375,6415.6187
1376,7971.78
1377,7970.842
1378,3908.1204
1379,7685.417
1380,6701.9517
1381,7417.0767
1382,4689.701
1383,3635.1812
1384,7945.578
1385,5142.425
1386,8565.066
1387,6871.976
1388,5402.003
1389,8278.105
1390,6249.032
1391,7539.237
1392,7945.744
1393,5564.7817
1394,8211.613
1395,10944.639
1396,7540.741
1397,4703.4844
1398,6012.9717
1399,4197.188
1400,0.0
1401,8069.928
1402,5115.2583
1403,7712.494
1404,4464.824
1405,7123.5044
1406,5955.923
1407,9109.247
1408,4551.367
1409,5075.502
1410,6020.265
1411,7222.1797
1412,4559.8066
1413,7183.157
1414,7487.09
1415,9761.4
1416,7682.266
1417,6643.2637
1418,5598.806
1419,4618.844
1420,4925.4556
1421,10596.924
1422,9098.965
1423,6390.5176
1424,13747.549
1425,5351.756
1426,5046.2925
1427,5727.2285
1428,8307.768
1429,10338.249
1430,7268.002
1431,8411.9795
1432,8079.414
1433,7341.168
1434,6873.636
1435,5805.7783
1436,4887.49
1437,4726.864
1438,3878.523
1439,5048.049
1440,8544.85
1441,14279.066
1442,7034.41
1443,4948.023
1444,6908.378
1445,4083.6582
1446,6183.6396
1447,4051.0793
1448,8856.386
1449,6106.6455
1450,6095.7686
1451,14057.045
1452,12516.25
1453,5203.6987
1454,6696.4917
1455,3626.898
1456,5190.6504
1457,5360.242
1458,8326.737
1459,4717.58
1460,4237.0024
1461,5813.037
1462,5644.953
1463,6799.7295
1464,7521.159
1465,3169.3228
1466,7207.7017
1467,7741.7227
1468,7330.3574
1469,4985.343
1470,4724.0215
1471,7311.721
1472,4895.7285
1473,9500.569
1474,4871.3594
1475,5083.889
1476,7199.1753
1477,5713.1787
1478,4400.3535
1479,5069.1387
1480,7055.6997
1481,9617.914
1482,10025.835
1483,5725.3413
1484,3869.2312
1485,5902.252
1486,5775.45
1487,4775.433
1488,6989.276
1489,5928.0825
1490,12188.77
1491,7676.238
1492,6177.809
1493,7685.4756
1494,4397.2686
1495,8674.576
1496,5781.6484
1497,13194.162
1498,6553.088
1499,5385.911
1500,5195.416
1501,4493.543
1502,7380.584
1503,18972.602
1504,4399.622
1505,4808.0273
1506,9362.435
1507,6214.8926
1508,7153.5073
1509,8084.5986
1510,6029.8325
1511,4865.6445
1512,4310.7397
1513,9695.933
1514,6434.9434
1515,7118.9
1516,7373.6333
1517,4503.3843
1518,6653.196
1519,6073.414
1520,3578.2185
1521,8028.0205
1522,8318.111
1523,4399.748
1524,7575.78
1525,7278.858
1526,4434.2466
1527,9417.465
1528,6452.564
1529,7830.861
1530,4683.45
1531,5100.61
1532,6275.1724
1533,0.0
1534,8131.6367
1535,4086.9504
1536,5924.9565
1537,4491.471
1538,5852.8003
1539,5635.811
1540,6345.0195
1541,6996.078
1542,8606.191
1543,5557.1284
1544,6624.691
1545,6380.6006
1546,7923.25
1547,9862.642
1548,6421.522
1549,3584.0847
1550,6053.079
1551,7363.342
1552,4114.9297
1553,10894.556
1554,5209.6943
1555,6612.968
1556,10539.205
1557,5682.758
1558,4708.4697
1559,11774.43
1560,10081.387
1561,5076.4663
1562,9102.249
1563,9761.167
1564,5618.9033
1565,4844.626
1566,6174.764
1567,5757.9307
1568,6218.896
1569,7089.194
1570,4540.5137
1571,6894.983
1572,7648.918
1573,6111.3516
1574,8300.055
1575,5838.231
1576,6198.3833
1577,3779.934
1578,7666.3535
1579,6679.613
1580,5783.579
1581,6102.18
1582,7740.2056
1583,9559.12
1584,5859.7256
1585,5192.4736
1586,6301.0986
1587,6843.6074
1588,6042.9053
1589,4176.129
1590,4179.2637
1591,7726.343
1592,7184.4536
1593,5795.3726
1594,7772.87
1595,5664.7236
1596,6311.0063
1597,5106.6357
1598,3452.9714
1599,7216.8726
1600,6344.045
1601,6834.5757
1602,9614.111
1603,8239.3
1604,4540.5527
1605,7680.3423
1606,3935.153
1607,3252.8665
1608,7077.16
1609,11936.773
1610,7353.3115
1611,6827.4375
1612,4580.941
1613,6717.5312
1614,7686.2573
1615,6139.1606
1616,8140.8057
1617,4843.596
1618,4477.6216
1619,5147.682
1620,5516.499
1621,5292.6606
1622,4946.8
1623,5229.2153
1624,4060.072
1625,6848.561
1626,6883.2124
1627,5225.3057
1628,5604.7783
1629,7116.0967
1630,5408.163
1631,4545.006
1632,9182.75
1633,7274.1924
1634,5406.8
1635,3795.1692
1636,11895.518
1637,6052.143
1638,5971.039
1639,8592.227
1640,7180.4897
1641,7090.141
1642,5898.0396
1643,7429.626
1644,9423.912
1645,13820.051
1646,4963.0605
1647,5102.3823
1648,4968.203
1649,5730.6465
1650,5199.081
1651,7083.282
1652,8337.898
1653,6015.0264
1654,4052.2559
1655,5901.948
1656,7451.173
1657,5001.16
1658,7586.96
1659,3905.5068
1660,7520.6025
1661,8227.441
1662,6852.1206
1663,8736.156
1664,6321.0977
1665,4339.6123
1666,6301.049
1667,7511.9336
1668,8297.3
1669,7234.839
1670,7978.4736
1671,6508.4854
1672,4152.6143
1673,9137.006
1674,4156.582
1675,10379.102
1676,5498.156
1677,4236.737
1678,6714.569
1679,6256.5835
1680,6293.1543
1681,7327.0156
1682,3765.0994
1683,4472.201
1684,8220.836
1685,8920.769
1686,10548.627
1687,5479.1777
1688,5961.331
1689,5834.7534
1690,6423.597
1691,5056.244
1692,9561.606
1693,8831.827
1694,12238.269
1695,4200.0225
1696,5777.8066
1697,0.0
1698,7644.9277
1699,5071.286
1700,10719.416
1701,6910.7534
1702,5659.7354
1703,4862.273
1704,5132.335
1705,4955.9185
1706,6699.5566
1707,4727.1553
1708,4738.17
1709,9071.017
1710,6479.595
1711,19573.426
1712,7058.499
1713,4489.448
1714,7590.1924
1715,9735.351
1716,6973.0747
1717,7736.2773
1718,6098.6826
1719,7948.2065
1720,9040.865
1721,5367.88
1722,6104.012
1723,7444.632
1724,9310.566
1725,7609.088
1726,9342.331
1727,6378.9517
1728,4907.466
1729,6065.1387
1730,10615.1875
1731,11497.025
1732,10586.006
1733,9279.106
1734,4925.875
1735,6004.39
1736,4831.621
1737,8170.907
1738,11938.313
1739,9580.514
1740,6778.7
1741,5927.49
1742,4514.4966
1743,5710.8184
1744,11491.588
1745,7209.48
1746,5274.4824
1747,6121.358
1748,8100.0366
1749,4025.9075
1750,7914.515
1751,4457.5293
1752,6696.9526
1753,6356.21
1754,5720.018
1755,8079.787
1756,7953.6787
1757,5183.1514
1758,7389.3984
1759,7679.843
1760,12377.606
1761,6009.4136
1762,9475.783
1763,7177.923
1764,9452.015
1765,7269.129
1766,10558.426
1767,5438.4233
1768,5082.517
1769,6441.502
1770,6148.999
1771,9861.943
1772,8699.495
1773,6422.819
1774,8218.794
1775,7190.908
1776,10739.6045
1777,4248.6255
1778,14152.152
1779,5149.4253
